frame,track_id,x1,y1,x2,y2,conf,finger
467,71,397,1731,499,1800,0.45,Thumb
468,71,391,1731,494,1801,0.39,Thumb
469,71,386,1732,489,1802,0.39,Thumb
470,71,380,1733,484,1803,0.53,Thumb
471,71,374,1733,479,1804,0.53,Thumb
472,71,369,1734,475,1806,0.53,Thumb
473,71,363,1734,470,1807,0.53,Pinky
495,80,767,1834,838,1886,0.72,Thumb
496,80,763,1837,842,1894,0.73,Thumb
497,80,764,1840,843,1898,0.61,Thumb
498,80,763,1849,837,1902,0.60,Thumb
499,80,767,1855,838,1905,0.63,Thumb
500,80,769,1860,841,1913,0.52,Thumb
501,80,762,1861,838,1915,0.53,Thumb
502,80,758,1865,837,1921,0.65,Thumb
503,80,757,1863,832,1916,0.51,Thumb
504,80,757,1868,834,1921,0.67,Thumb
505,80,767,1871,838,1921,0.54,Middle
506,80,767,1875,839,1925,0.54,Middle
507,80,752,1872,833,1928,0.32,Middle
508,80,761,1875,838,1930,0.54,Thumb
509,80,765,1874,841,1930,0.63,Thumb
510,80,748,1873,825,1928,0.53,Thumb
511,80,760,1874,833,1928,0.77,Thumb
512,80,765,1874,828,1921,0.47,Middle
513,80,757,1876,828,1929,0.65,Middle
514,80,763,1875,830,1927,0.61,Thumb
515,80,765,1876,832,1929,0.62,Thumb
516,80,769,1875,834,1928,0.66,Thumb
517,80,775,1876,840,1930,0.74,Thumb
518,80,775,1879,838,1933,0.64,Thumb
519,80,777,1881,837,1932,0.63,Thumb
520,80,777,1878,836,1929,0.70,Thumb
521,80,777,1878,836,1930,0.69,Thumb
522,80,779,1874,837,1927,0.61,Thumb
523,80,777,1872,837,1927,0.49,Thumb
524,80,782,1873,835,1922,0.42,Thumb
525,80,782,1865,833,1913,0.39,Thumb
526,80,783,1864,833,1911,0.39,Thumb
527,80,783,1864,833,1910,0.39,Thumb
528,80,784,1860,840,1914,0.31,Thumb
529,80,784,1859,841,1913,0.31,Thumb
530,80,785,1858,842,1912,0.30,Thumb
531,80,785,1857,843,1911,0.31,Ring
532,80,786,1855,844,1911,0.31,Thumb
533,80,786,1854,845,1910,0.31,Thumb
534,80,787,1853,846,1909,0.34,Thumb
535,80,787,1852,847,1909,0.30,Thumb
536,80,788,1851,848,1908,0.30,Thumb
537,80,789,1850,849,1907,0.30,Ring
538,80,789,1848,850,1906,0.38,Ring
566,86,494,2101,574,2287,0.39,Pinky
567,86,494,2103,574,2287,0.39,Pinky
568,86,495,2104,574,2287,0.39,Pinky
569,86,495,2106,573,2287,0.39,Pinky
570,86,496,2108,573,2287,0.39,Pinky
571,86,496,2109,573,2287,0.39,Pinky
572,86,497,2111,573,2287,0.42,Pinky
573,86,497,2113,573,2287,0.42,Pinky
574,86,498,2114,573,2287,0.42,Pinky
575,86,499,2116,572,2287,0.42,Unknown
576,86,499,2118,572,2287,0.42,Pinky
603,90,696,1842,779,1941,0.53,Unknown
604,90,698,1846,777,1940,0.43,Pinky
605,90,697,1850,774,1941,0.58,Unknown
606,90,700,1855,773,1939,0.57,Unknown
607,90,703,1854,777,1938,0.53,Unknown
608,90,709,1851,779,1931,0.51,Unknown
609,90,715,1848,784,1923,0.45,Unknown
610,90,720,1844,790,1921,0.46,Unknown
611,90,723,1841,796,1921,0.32,Unknown
612,90,722,1841,801,1923,0.32,Unknown
613,90,722,1840,806,1926,0.45,Unknown
613,91,506,1741,567,1812,0.45,Unknown
614,90,730,1841,808,1920,0.38,Unknown
614,91,508,1736,566,1803,0.38,Unknown
615,90,740,1842,810,1912,0.40,Unknown
615,91,509,1726,569,1797,0.40,Unknown
616,90,745,1843,814,1910,0.57,Unknown
616,91,509,1719,572,1792,0.57,Unknown
617,90,752,1842,828,1913,0.34,Thumb
617,91,509,1712,574,1788,0.34,Ring
618,90,757,1842,832,1912,0.34,Thumb
618,91,509,1705,576,1783,0.34,Thumb
619,90,762,1841,836,1910,0.34,Thumb
619,91,509,1698,578,1778,0.34,Thumb
620,90,767,1841,839,1909,0.34,Thumb
620,91,509,1691,581,1773,0.34,Thumb
621,90,772,1841,843,1908,0.34,Thumb
621,91,510,1683,583,1769,0.34,Thumb
622,90,777,1840,847,1907,0.34,Thumb
622,91,510,1676,585,1764,0.34,Pinky
623,90,776,1820,845,1885,0.38,Thumb
623,91,510,1669,587,1759,0.38,Pinky
624,90,781,1815,847,1877,0.55,Thumb
624,91,510,1662,589,1754,0.55,Ring
625,90,786,1813,850,1873,0.55,Thumb
625,91,510,1655,592,1750,0.55,Ring
626,90,785,1806,852,1869,0.37,Thumb
627,90,789,1803,855,1866,0.37,Thumb
628,90,793,1800,859,1862,0.37,Thumb
629,90,796,1796,862,1858,0.37,Thumb
630,90,800,1793,865,1854,0.37,Thumb
631,90,804,1790,868,1851,0.37,Thumb
632,90,808,1787,871,1847,0.37,Thumb
633,90,812,1784,874,1843,0.48,Unknown
634,90,815,1781,877,1839,0.48,Ring
635,90,819,1778,880,1836,0.48,Ring
636,90,823,1775,883,1832,0.48,Ring
697,93,789,1545,840,1593,0.47,Thumb
698,93,785,1536,843,1592,0.69,Thumb
699,93,782,1531,843,1590,0.72,Thumb
700,93,779,1525,845,1588,0.72,Thumb
701,93,776,1519,846,1587,0.45,Thumb
702,93,773,1514,847,1585,0.41,Thumb
703,93,770,1508,849,1584,0.40,Thumb
703,95,772,1488,820,1559,0.40,Thumb
704,93,768,1502,850,1582,0.46,Thumb
704,95,767,1475,816,1546,0.46,Thumb
704,96,684,1761,732,1803,0.46,Thumb
705,93,765,1497,852,1581,0.55,Thumb
705,95,760,1459,812,1533,0.55,Thumb
705,96,681,1757,732,1802,0.55,Thumb
706,93,762,1491,853,1579,0.67,Thumb
706,95,757,1445,814,1525,0.67,Thumb
706,96,678,1754,731,1800,0.67,Thumb
707,93,759,1486,855,1578,0.54,Thumb
707,95,747,1430,806,1510,0.54,Thumb
707,96,674,1750,730,1799,0.54,Thumb
708,93,756,1480,856,1576,0.32,Thumb
708,95,750,1427,802,1496,0.32,Thumb
708,96,677,1740,729,1786,0.32,Thumb
709,93,753,1474,857,1575,0.59,Thumb
709,95,741,1419,802,1497,0.59,Thumb
709,96,674,1735,728,1783,0.59,Thumb
710,95,739,1407,801,1483,0.48,Thumb
710,96,672,1731,728,1780,0.48,Pinky
711,95,727,1405,794,1485,0.47,Thumb
711,96,669,1726,727,1777,0.47,Pinky
712,95,722,1404,788,1481,0.39,Thumb
712,96,667,1721,726,1773,0.39,Pinky
713,95,719,1398,782,1469,0.45,Index
713,96,664,1716,725,1770,0.45,Pinky
714,95,713,1391,776,1460,0.33,Index
714,96,662,1712,725,1767,0.33,Pinky
715,95,709,1383,771,1452,0.33,Index
715,96,660,1707,724,1764,0.33,Pinky
716,95,704,1375,766,1443,0.33,Index
716,96,657,1702,723,1760,0.33,Ring
717,95,700,1367,761,1434,0.33,Index
717,96,655,1697,722,1757,0.33,Ring
718,95,695,1359,756,1426,0.33,Index
718,96,652,1693,721,1754,0.33,Ring
719,95,691,1351,751,1417,0.33,Index
720,95,686,1343,746,1409,0.33,Index
721,95,682,1335,741,1400,0.64,Index
722,95,677,1327,736,1391,0.31,Index
723,95,673,1319,731,1383,0.54,Index
723,97,578,1637,645,1676,0.54,Pinky
724,95,669,1311,726,1374,0.49,Index
724,97,563,1622,632,1663,0.49,Pinky
725,97,556,1613,626,1654,0.49,Pinky
726,97,548,1604,620,1646,0.49,Thumb
727,97,541,1594,614,1638,0.49,Ring
728,97,534,1585,608,1629,0.43,Thumb
729,97,527,1576,602,1621,0.43,Thumb
730,97,520,1567,596,1612,0.43,Thumb
731,97,513,1558,590,1604,0.43,Thumb
732,97,505,1548,585,1595,0.43,Thumb
733,97,498,1539,579,1587,0.43,Thumb
734,97,491,1530,573,1579,0.43,Thumb
742,99,508,1108,600,1177,0.38,Thumb
743,99,506,1104,600,1175,0.38,Thumb
744,99,504,1101,600,1173,0.38,Thumb
745,99,497,1094,582,1158,0.51,Thumb
746,99,493,1090,578,1153,0.51,Thumb
747,99,488,1087,564,1144,0.43,Thumb
748,99,477,1079,567,1147,0.51,Thumb
749,99,470,1075,568,1149,0.47,Thumb
750,99,467,1075,565,1149,0.51,Thumb
751,99,462,1071,562,1146,0.51,Thumb
752,99,457,1067,559,1143,0.49,Thumb
753,99,453,1063,556,1140,0.59,Thumb
754,99,450,1080,540,1146,0.55,Thumb
755,99,444,1084,529,1147,0.61,Thumb
756,99,440,1087,528,1151,0.68,Thumb
757,99,438,1090,526,1152,0.33,Thumb
758,99,434,1088,528,1154,0.66,Thumb
759,99,435,1090,518,1146,0.42,Thumb
760,99,428,1090,510,1144,0.65,Pinky
761,99,426,1088,509,1140,0.76,Pinky
762,99,428,1084,514,1139,0.39,Pinky
763,99,428,1085,518,1143,0.34,Pinky
764,99,420,1084,516,1144,0.70,Pinky
765,99,420,1083,517,1144,0.71,Pinky
766,99,420,1088,509,1143,0.35,Pinky
767,99,411,1089,508,1148,0.68,Pinky
768,99,408,1089,509,1150,0.60,Pinky
769,99,408,1090,503,1148,0.35,Pinky
770,99,411,1094,506,1151,0.56,Pinky
771,99,406,1096,506,1155,0.41,Index
771,106,274,1346,331,1417,0.41,Thumb
772,99,406,1098,510,1160,0.47,Index
772,106,280,1348,336,1418,0.47,Pinky
773,99,393,1095,508,1165,0.51,Pinky
773,106,283,1347,338,1417,0.51,Pinky
774,99,387,1096,513,1173,0.64,Index
774,106,284,1346,341,1418,0.64,Pinky
775,99,385,1096,513,1175,0.59,Index
775,106,287,1346,345,1417,0.59,Pinky
776,99,381,1095,512,1178,0.57,Index
776,106,288,1344,349,1418,0.57,Pinky
777,99,386,1091,501,1164,0.68,Index
777,106,287,1338,352,1419,0.68,Pinky
778,99,389,1085,503,1158,0.64,Thumb
778,106,284,1339,348,1418,0.64,Pinky
779,99,384,1084,499,1159,0.57,Index
779,106,283,1334,351,1419,0.57,Thumb
780,99,376,1078,495,1156,0.31,Thumb
780,106,285,1336,352,1419,0.31,Thumb
781,99,364,1070,494,1158,0.57,Thumb
781,106,289,1340,357,1424,0.57,Thumb
782,99,359,1066,492,1159,0.57,Thumb
782,106,291,1344,358,1427,0.57,Thumb
783,99,355,1062,488,1158,0.42,Thumb
783,106,294,1350,356,1425,0.42,Thumb
784,99,351,1059,484,1156,0.33,Thumb
784,106,291,1341,358,1423,0.33,Thumb
785,99,353,1060,473,1149,0.54,Thumb
785,106,293,1346,357,1426,0.54,Thumb
786,99,349,1058,469,1149,0.70,Index
786,106,297,1356,357,1429,0.70,Thumb
787,99,351,1059,464,1146,0.68,Thumb
787,106,298,1358,359,1431,0.68,Thumb
788,99,351,1059,464,1147,0.67,Thumb
788,106,299,1359,359,1431,0.67,Thumb
789,99,346,1058,458,1147,0.74,Thumb
789,106,299,1362,360,1433,0.74,Thumb
790,99,347,1060,450,1142,0.62,Thumb
790,106,298,1366,360,1436,0.62,Thumb
791,99,342,1057,440,1136,0.57,Thumb
791,106,296,1367,363,1443,0.57,Thumb
792,99,340,1054,439,1134,0.55,Thumb
792,106,294,1367,365,1449,0.55,Thumb
793,99,332,1052,440,1140,0.52,Thumb
793,106,295,1370,365,1451,0.52,Thumb
794,99,328,1055,436,1144,0.54,Thumb
794,106,295,1375,367,1458,0.54,Thumb
795,99,324,1056,436,1150,0.61,Thumb
795,106,298,1383,366,1461,0.61,Thumb
796,99,330,1058,432,1145,0.67,Thumb
796,106,300,1390,365,1464,0.67,Thumb
797,99,333,1058,429,1141,0.56,Thumb
797,106,302,1393,368,1467,0.56,Thumb
798,99,336,1064,422,1137,0.67,Thumb
798,106,303,1397,369,1472,0.67,Thumb
799,99,338,1066,416,1133,0.64,Thumb
799,106,303,1403,371,1479,0.64,Thumb
800,99,339,1070,411,1132,0.67,Thumb
800,106,305,1410,372,1485,0.67,Thumb
801,99,338,1073,410,1135,0.58,Thumb
801,106,310,1416,374,1487,0.58,Thumb
802,99,336,1075,408,1139,0.65,Thumb
802,106,313,1427,371,1491,0.65,Thumb
803,99,336,1074,410,1140,0.37,Thumb
803,106,315,1434,373,1497,0.37,Thumb
804,99,339,1078,406,1138,0.51,Thumb
804,106,313,1438,375,1506,0.51,Thumb
805,99,348,1078,406,1130,0.52,Thumb
805,106,314,1443,379,1514,0.52,Thumb
806,99,350,1083,403,1130,0.44,Thumb
806,106,315,1450,383,1522,0.44,Thumb
807,99,349,1085,400,1132,0.45,Thumb
807,106,317,1457,385,1530,0.45,Thumb
808,99,344,1089,394,1134,0.47,Thumb
808,106,320,1463,386,1533,0.47,Thumb
809,99,332,1082,393,1138,0.43,Thumb
809,106,320,1467,393,1543,0.43,Thumb
810,99,329,1083,391,1138,0.50,Thumb
810,106,321,1472,390,1543,0.50,Thumb
811,99,327,1084,388,1139,0.50,Thumb
811,106,322,1477,391,1548,0.50,Thumb
812,99,325,1085,386,1140,0.39,Thumb
812,106,316,1479,391,1556,0.39,Thumb
813,99,323,1085,383,1140,0.39,Thumb
813,106,317,1483,393,1561,0.39,Thumb
814,99,320,1086,381,1141,0.44,Thumb
814,106,321,1495,387,1561,0.44,Thumb
815,99,318,1087,378,1141,0.44,Thumb
815,106,323,1501,388,1566,0.44,Thumb
816,99,316,1088,376,1142,0.49,Thumb
816,106,319,1507,381,1568,0.49,Thumb
817,99,313,1089,373,1143,0.39,Thumb
817,106,317,1510,375,1567,0.39,Thumb
818,99,311,1089,371,1143,0.39,Thumb
818,106,317,1515,374,1571,0.39,Thumb
819,99,309,1090,368,1144,0.47,Thumb
819,106,309,1527,374,1591,0.47,Thumb
820,106,298,1535,376,1610,0.35,Thumb
821,106,297,1541,376,1617,0.38,Thumb
822,106,307,1558,373,1622,0.34,Thumb
823,106,306,1567,369,1630,0.34,Thumb
823,112,839,2355,961,2444,0.34,Pinky
824,106,303,1572,367,1635,0.36,Thumb
824,112,838,2353,963,2445,0.36,Pinky
825,106,300,1577,370,1645,0.31,Thumb
825,112,840,2353,961,2441,0.31,Pinky
826,106,295,1578,368,1650,0.33,Thumb
826,112,841,2350,964,2439,0.33,Pinky
827,106,295,1582,373,1659,0.33,Thumb
827,112,842,2349,965,2438,0.33,Pinky
828,106,296,1593,366,1664,0.45,Thumb
828,112,843,2348,965,2437,0.45,Pinky
829,106,297,1602,364,1669,0.33,Thumb
829,112,844,2347,966,2436,0.33,Pinky
830,106,297,1609,363,1674,0.45,Thumb
830,112,845,2346,967,2435,0.45,Pinky
831,106,288,1611,369,1691,0.34,Thumb
831,112,846,2345,967,2434,0.34,Pinky
832,106,296,1632,364,1698,0.35,Thumb
832,112,846,2344,968,2433,0.35,Pinky
833,106,298,1641,361,1702,0.38,Thumb
833,112,847,2343,969,2432,0.38,Pinky
834,106,297,1649,360,1710,0.38,Thumb
834,112,848,2342,970,2431,0.38,Pinky
835,106,296,1645,366,1713,0.34,Thumb
835,112,849,2341,970,2430,0.34,Pinky
836,106,295,1652,366,1720,0.64,Thumb
836,112,850,2340,971,2429,0.64,Pinky
837,106,306,1671,367,1729,0.35,Thumb
838,106,306,1679,367,1736,0.35,Thumb
838,114,237,1164,311,1217,0.35,Thumb
839,106,307,1686,367,1743,0.49,Thumb
839,114,246,1176,313,1224,0.49,Thumb
840,106,307,1694,366,1750,0.38,Thumb
840,114,249,1186,317,1235,0.38,Thumb
841,106,308,1702,366,1758,0.38,Thumb
841,114,254,1194,319,1241,0.38,Thumb
842,106,309,1709,366,1765,0.31,Thumb
842,114,258,1202,322,1248,0.31,Thumb
843,106,309,1717,366,1772,0.31,Thumb
843,114,263,1210,324,1254,0.31,Thumb
844,106,310,1725,366,1779,0.46,Thumb
844,114,254,1197,338,1257,0.46,Thumb
845,106,310,1733,366,1786,0.48,Thumb
845,114,257,1203,337,1261,0.48,Thumb
846,106,311,1740,366,1793,0.31,Thumb
846,114,264,1214,334,1262,0.31,Thumb
847,106,311,1748,366,1801,0.32,Thumb
847,114,269,1222,333,1266,0.32,Thumb
848,114,272,1228,335,1271,0.32,Thumb
849,114,276,1234,337,1276,0.41,Thumb
850,114,279,1240,339,1281,0.40,Thumb
851,114,283,1246,341,1286,0.37,Thumb
852,114,286,1252,344,1291,0.33,Thumb
853,114,290,1258,346,1296,0.44,Thumb
854,114,293,1264,348,1301,0.30,Thumb
855,114,297,1270,350,1307,0.30,Thumb
856,114,300,1276,352,1312,0.30,Thumb
857,114,304,1282,354,1317,0.30,Thumb
861,123,273,1261,352,1319,0.50,Thumb
862,123,281,1268,352,1320,0.38,Thumb
863,123,276,1262,362,1325,0.46,Thumb
864,123,281,1263,368,1326,0.58,Thumb
865,123,283,1260,376,1327,0.50,Thumb
866,123,287,1262,377,1327,0.51,Thumb
867,123,292,1265,377,1327,0.50,Thumb
868,123,300,1265,388,1328,0.63,Thumb
869,123,302,1260,398,1330,0.46,Thumb
870,123,307,1260,403,1329,0.35,Thumb
871,123,305,1255,409,1331,0.49,Thumb
872,123,307,1258,409,1332,0.48,Thumb
873,123,314,1265,405,1331,0.43,Thumb
874,123,312,1268,406,1336,0.30,Thumb
875,123,313,1272,405,1339,0.51,Thumb
876,123,314,1275,406,1341,0.48,Thumb
877,123,312,1274,405,1341,0.52,Thumb
878,123,311,1273,406,1341,0.52,Thumb
878,125,370,1724,419,1763,0.52,Thumb
879,123,309,1270,408,1342,0.52,Thumb
879,125,366,1725,414,1763,0.52,Thumb
880,123,308,1269,412,1345,0.49,Thumb
880,125,364,1727,412,1765,0.49,Thumb
881,123,309,1271,411,1346,0.38,Thumb
881,125,362,1728,410,1765,0.38,Thumb
882,123,309,1272,410,1347,0.34,Thumb
882,125,363,1730,410,1766,0.34,Thumb
883,123,308,1275,408,1348,0.58,Thumb
883,125,362,1731,408,1767,0.58,Thumb
884,123,309,1279,404,1349,0.61,Thumb
884,125,360,1732,406,1767,0.61,Thumb
885,123,305,1278,404,1350,0.56,Thumb
885,125,359,1732,404,1768,0.56,Thumb
886,123,307,1284,402,1354,0.48,Thumb
886,125,357,1733,402,1768,0.48,Thumb
887,123,307,1286,404,1358,0.49,Thumb
887,125,356,1734,400,1768,0.49,Thumb
888,123,313,1294,403,1360,0.48,Thumb
888,125,354,1735,398,1769,0.48,Thumb
889,123,312,1294,405,1362,0.52,Thumb
889,125,353,1736,396,1769,0.52,Thumb
890,123,312,1297,403,1364,0.60,Thumb
890,125,351,1737,394,1770,0.60,Thumb
891,123,312,1301,400,1363,0.60,Thumb
891,125,350,1737,392,1770,0.60,Thumb
892,123,312,1301,400,1364,0.57,Thumb
892,125,348,1738,390,1770,0.57,Thumb
893,123,312,1301,401,1364,0.47,Thumb
894,123,313,1303,398,1363,0.38,Thumb
895,123,313,1305,398,1364,0.38,Thumb
896,123,314,1307,397,1365,0.38,Thumb
897,123,315,1309,397,1366,0.38,Thumb
898,123,315,1311,396,1367,0.38,Thumb
899,123,316,1313,396,1368,0.38,Thumb
900,123,317,1314,395,1369,0.38,Thumb
901,123,318,1316,395,1370,0.38,Thumb
902,123,306,1312,398,1374,0.34,Thumb
903,123,305,1313,397,1376,0.34,Thumb
904,123,305,1314,397,1377,0.34,Thumb
905,123,308,1310,396,1368,0.32,Thumb
906,123,305,1309,396,1368,0.35,Thumb
907,123,305,1310,395,1369,0.30,Thumb
908,123,305,1310,395,1369,0.30,Thumb
909,123,308,1311,395,1368,0.40,Thumb
910,123,309,1309,399,1368,0.30,Thumb
911,123,309,1310,399,1368,0.30,Thumb
912,123,308,1307,399,1367,0.34,Thumb
913,123,309,1306,399,1365,0.42,Thumb
914,123,313,1307,402,1366,0.50,Thumb
915,123,314,1307,406,1368,0.44,Thumb
916,123,313,1302,410,1368,0.57,Thumb
917,123,317,1300,412,1365,0.59,Thumb
918,123,324,1302,412,1362,0.53,Thumb
919,123,326,1302,413,1362,0.53,Thumb
920,123,336,1300,421,1358,0.42,Thumb
921,123,339,1297,427,1358,0.33,Thumb
922,123,340,1290,433,1355,0.38,Thumb
923,123,345,1282,441,1350,0.54,Thumb
924,123,353,1279,443,1344,0.57,Thumb
925,123,363,1276,447,1336,0.38,Thumb
926,123,374,1270,453,1328,0.49,Thumb
927,123,379,1265,458,1323,0.45,Thumb
928,123,383,1262,462,1319,0.45,Thumb
929,123,390,1247,474,1309,0.41,Thumb
930,123,398,1242,479,1302,0.33,Thumb
931,123,406,1241,481,1297,0.31,Thumb
932,123,411,1246,478,1296,0.53,Thumb
933,123,414,1248,477,1295,0.48,Thumb
934,123,419,1246,480,1291,0.48,Thumb
935,123,424,1244,483,1288,0.48,Thumb
936,123,429,1242,486,1284,0.48,Thumb
937,123,433,1239,489,1280,0.48,Thumb
938,123,438,1237,493,1277,0.48,Thumb
939,123,442,1227,506,1274,0.42,Thumb
940,123,446,1224,510,1271,0.42,Thumb
941,123,451,1221,514,1267,0.42,Thumb
942,123,456,1218,518,1264,0.42,Thumb
943,123,461,1215,523,1260,0.42,Thumb
944,123,465,1211,527,1257,0.47,Thumb
945,123,470,1208,531,1253,0.47,Thumb
946,123,475,1205,535,1250,0.46,Thumb
947,123,480,1202,539,1246,0.53,Thumb
948,123,484,1199,543,1243,0.59,Thumb
948,130,621,1036,678,1106,0.59,Thumb
949,123,489,1196,547,1239,0.64,Thumb
949,130,635,1011,695,1084,0.64,Thumb
950,130,653,992,710,1061,0.76,Thumb
951,130,663,973,724,1047,0.68,Thumb
952,130,679,955,737,1025,0.69,Thumb
953,130,692,941,747,1005,0.78,Thumb
954,130,710,929,760,986,0.35,Thumb
955,130,720,913,775,977,0.56,Thumb
956,130,729,905,782,967,0.35,Thumb
957,130,738,901,784,955,0.40,Thumb
958,130,750,888,795,940,0.33,Thumb
959,130,761,876,805,925,0.45,Thumb
959,132,541,1655,587,1712,0.45,Thumb
960,130,773,863,815,911,0.41,Thumb
960,132,548,1659,597,1721,0.41,Thumb
961,130,785,850,825,896,0.50,Thumb
961,132,548,1663,601,1730,0.50,Thumb
962,130,797,837,835,881,0.50,Thumb
962,132,549,1666,602,1733,0.50,Thumb
963,130,809,825,845,866,0.53,Thumb
963,132,556,1670,607,1733,0.53,Thumb
964,130,821,812,856,852,0.56,Thumb
964,132,557,1674,607,1735,0.56,Thumb
965,130,833,799,866,837,0.46,Thumb
965,132,561,1677,610,1736,0.46,Thumb
966,130,845,786,876,822,0.46,Thumb
966,132,565,1681,613,1740,0.46,Thumb
967,130,857,774,886,807,0.47,Thumb
967,132,569,1685,617,1743,0.47,Thumb
968,132,552,1689,605,1754,0.40,Thumb
969,132,550,1690,602,1752,0.41,Thumb
970,132,544,1692,602,1760,0.54,Thumb
971,132,542,1696,602,1765,0.58,Thumb
972,132,543,1700,601,1768,0.55,Thumb
973,132,544,1703,603,1771,0.40,Thumb
974,132,543,1708,599,1775,0.50,Thumb
975,132,541,1714,597,1779,0.56,Thumb
976,132,540,1720,599,1789,0.58,Thumb
977,132,539,1724,598,1792,0.39,Thumb
978,132,541,1730,598,1797,0.41,Thumb
979,132,541,1735,598,1801,0.41,Thumb
980,132,540,1740,605,1815,0.44,Thumb
981,132,541,1750,604,1824,0.57,Thumb
982,132,543,1759,604,1830,0.41,Thumb
983,132,543,1768,605,1840,0.55,Thumb
984,132,543,1774,606,1846,0.60,Thumb
985,132,542,1786,604,1859,0.68,Thumb
986,132,543,1797,600,1864,0.65,Thumb
987,132,542,1806,600,1873,0.54,Thumb
988,132,540,1821,598,1889,0.41,Thumb
989,132,541,1835,596,1900,0.53,Thumb
990,132,540,1843,597,1909,0.43,Thumb
991,132,541,1856,599,1925,0.30,Thumb
992,132,538,1870,597,1940,0.63,Thumb
993,132,538,1880,597,1950,0.63,Thumb
994,132,538,1889,597,1960,0.63,Thumb
995,132,542,1910,602,1978,0.50,Thumb
996,132,546,1923,609,1995,0.62,Thumb
997,132,551,1933,618,2010,0.67,Thumb
998,132,554,1948,622,2028,0.64,Thumb
999,132,566,1969,629,2042,0.52,Thumb
1000,132,574,1989,639,2067,0.37,Thumb
1001,132,570,2006,644,2095,0.32,Thumb
1002,132,569,2034,646,2127,0.31,Thumb
1002,134,784,2284,881,2365,0.31,Ring
1003,132,570,2066,645,2159,0.34,Thumb
1003,134,783,2283,883,2366,0.34,Ring
1004,132,568,2101,646,2195,0.48,Ring
1004,134,781,2281,886,2368,0.48,Pinky
1005,132,566,2137,645,2232,0.46,Ring
1005,134,778,2278,888,2370,0.46,Pinky
1006,132,567,2156,647,2253,0.42,Ring
1006,134,778,2279,890,2372,0.42,Pinky
1007,132,568,2175,650,2274,0.42,Ring
1007,134,780,2280,890,2371,0.42,Pinky
1008,132,569,2195,652,2295,0.42,Ring
1008,134,780,2279,892,2371,0.42,Pinky
1009,132,570,2214,655,2316,0.47,Ring
1009,134,784,2282,889,2368,0.47,Pinky
1010,132,571,2233,657,2337,0.47,Ring
1010,134,785,2282,890,2369,0.47,Pinky
1011,132,572,2252,660,2358,0.47,Ring
1011,134,785,2282,891,2369,0.47,Pinky
1012,132,573,2272,662,2379,0.47,Ring
1012,134,786,2282,892,2369,0.47,Pinky
1013,132,574,2291,665,2400,0.47,Ring
1013,134,787,2282,893,2369,0.47,Pinky
1014,132,575,2310,667,2422,0.47,Ring
1014,134,787,2281,894,2370,0.47,Pinky
1015,132,577,2330,670,2443,0.47,Ring
1015,134,788,2281,896,2370,0.47,Pinky
1016,134,788,2281,897,2370,0.35,Pinky
1017,134,789,2281,898,2370,0.32,Pinky
1018,134,789,2281,899,2371,0.32,Pinky
1019,134,790,2280,900,2371,0.32,Pinky
